2020-01-29 11:16:11:066	INFO	MainClass.detectFrontendLanguageIfNecessary	Language C detected and set for analysis
2020-01-29 11:16:16:208	INFO	Analysis config/components/kInduction+Invariants/kInduction.properties:Parallel analysis 1:AbstractBMCAlgorithm.checkBoundingAssertions	Starting assertions check...

2020-01-29 11:16:16:315	INFO	Analysis config/components/kInduction+Invariants/kInduction.properties:Parallel analysis 1:KInductionProver.check	Running algorithm to create induction hypothesis

2020-01-29 11:16:16:783	INFO	Analysis config/components/kInduction+Invariants/kInduction.properties:Parallel analysis 2:InvariantsCPA:InvariantsCPA$InterestingVariableLimitAdjuster.adjustConditions	Adjusting interestingVariableLimit to 10

2020-01-29 11:16:16:783	INFO	Analysis config/components/kInduction+Invariants/kInduction.properties:Parallel analysis 2:ParallelAlgorithm.runParallelAnalysis	Adjusting precision for CPA org.sosy_lab.cpachecker.cpa.invariants.InvariantsCPA@7d1e858d

2020-01-29 11:16:16:793	INFO	Analysis config/components/kInduction+Invariants/kInduction.properties:Parallel analysis 2:ParallelAlgorithm.runParallelAnalysis	Updating reached set provided to other analyses

2020-01-29 11:16:16:905	INFO	Analysis config/components/kInduction+Invariants/kInduction.properties:Parallel analysis 1:KInductionProver.check	Starting induction check...

2020-01-29 11:16:17:070	INFO	Analysis config/components/kInduction+Invariants/kInduction.properties:Parallel analysis 1:LoopBoundCPA:LoopBoundPrecisionAdjustment.nextState	Adjusting maxLoopIterations to 3

2020-01-29 11:16:17:071	INFO	Analysis config/components/kInduction+Invariants/kInduction.properties:Parallel analysis 1:AbstractBMCAlgorithm.run	Creating formula for program

2020-01-29 11:16:17:099	INFO	Analysis config/components/kInduction+Invariants/kInduction.properties:Parallel analysis 1:AbstractBMCAlgorithm.boundedModelCheck	Starting satisfiability check...

2020-01-29 11:16:17:100	INFO	Analysis config/components/kInduction+Invariants/kInduction.properties:Parallel analysis 1:AbstractBMCAlgorithm.checkBoundingAssertions	Starting assertions check...

2020-01-29 11:16:17:194	INFO	Analysis config/components/kInduction+Invariants/kInduction.properties:Parallel analysis 1:KInductionProver.check	Running algorithm to create induction hypothesis

2020-01-29 11:16:17:333	INFO	Analysis config/components/kInduction+Invariants/kInduction.properties:Parallel analysis 2:InvariantsCPA:InvariantsCPA$FormulaDepthAdjuster.adjustConditions	Adjusting maximum formula depth to 3

2020-01-29 11:16:17:333	INFO	Analysis config/components/kInduction+Invariants/kInduction.properties:Parallel analysis 2:ParallelAlgorithm.runParallelAnalysis	Adjusting precision for CPA org.sosy_lab.cpachecker.cpa.invariants.InvariantsCPA@7d1e858d

2020-01-29 11:16:17:333	INFO	Analysis config/components/kInduction+Invariants/kInduction.properties:Parallel analysis 2:ParallelAlgorithm.runParallelAnalysis	Updating reached set provided to other analyses

2020-01-29 11:16:17:799	INFO	Analysis config/components/kInduction+Invariants/kInduction.properties:Parallel analysis 2:InvariantsCPA:InvariantsCPA$InterestingVariableLimitAdjuster.adjustConditions	Adjusting interestingVariableLimit to 14

2020-01-29 11:16:17:799	INFO	Analysis config/components/kInduction+Invariants/kInduction.properties:Parallel analysis 2:ParallelAlgorithm.runParallelAnalysis	Adjusting precision for CPA org.sosy_lab.cpachecker.cpa.invariants.InvariantsCPA@7d1e858d

2020-01-29 11:16:17:799	INFO	Analysis config/components/kInduction+Invariants/kInduction.properties:Parallel analysis 2:ParallelAlgorithm.runParallelAnalysis	Updating reached set provided to other analyses

2020-01-29 11:16:17:808	INFO	Analysis config/components/kInduction+Invariants/kInduction.properties:Parallel analysis 1:KInductionProver.check	Starting induction check...

2020-01-29 11:16:18:121	INFO	Analysis config/components/kInduction+Invariants/kInduction.properties:Parallel analysis 1:LoopBoundCPA:LoopBoundPrecisionAdjustment.nextState	Adjusting maxLoopIterations to 4

2020-01-29 11:16:18:122	INFO	Analysis config/components/kInduction+Invariants/kInduction.properties:Parallel analysis 1:AbstractBMCAlgorithm.run	Creating formula for program

2020-01-29 11:16:18:143	INFO	Analysis config/components/kInduction+Invariants/kInduction.properties:Parallel analysis 1:AbstractBMCAlgorithm.boundedModelCheck	Starting satisfiability check...

2020-01-29 11:16:18:144	INFO	Analysis config/components/kInduction+Invariants/kInduction.properties:Parallel analysis 1:AbstractBMCAlgorithm.checkBoundingAssertions	Starting assertions check...

2020-01-29 11:16:18:211	INFO	Analysis config/components/kInduction+Invariants/kInduction.properties:Parallel analysis 1:KInductionProver.check	Running algorithm to create induction hypothesis

2020-01-29 11:16:18:942	INFO	Analysis config/components/kInduction+Invariants/kInduction.properties:Parallel analysis 1:KInductionProver.check	Starting induction check...

2020-01-29 11:16:19:184	INFO	Analysis config/components/kInduction+Invariants/kInduction.properties:Parallel analysis 1:LoopBoundCPA:LoopBoundPrecisionAdjustment.nextState	Adjusting maxLoopIterations to 5

2020-01-29 11:16:19:184	INFO	Analysis config/components/kInduction+Invariants/kInduction.properties:Parallel analysis 1:AbstractBMCAlgorithm.run	Creating formula for program

2020-01-29 11:16:19:207	INFO	Analysis config/components/kInduction+Invariants/kInduction.properties:Parallel analysis 1:AbstractBMCAlgorithm.boundedModelCheck	Starting satisfiability check...

2020-01-29 11:16:19:297	INFO	Analysis config/components/kInduction+Invariants/kInduction.properties:Parallel analysis 1:AbstractBMCAlgorithm.checkBoundingAssertions	Starting assertions check...

2020-01-29 11:16:19:371	INFO	Analysis config/components/kInduction+Invariants/kInduction.properties:Parallel analysis 1:KInductionProver.check	Running algorithm to create induction hypothesis

2020-01-29 11:16:20:198	INFO	Analysis config/components/kInduction+Invariants/kInduction.properties:Parallel analysis 1:KInductionProver.check	Starting induction check...

2020-01-29 11:16:20:472	INFO	Analysis config/components/kInduction+Invariants/kInduction.properties:Parallel analysis 1:LoopBoundCPA:LoopBoundPrecisionAdjustment.nextState	Adjusting maxLoopIterations to 6

2020-01-29 11:16:20:473	INFO	Analysis config/components/kInduction+Invariants/kInduction.properties:Parallel analysis 1:AbstractBMCAlgorithm.run	Creating formula for program

2020-01-29 11:16:20:506	INFO	Analysis config/components/kInduction+Invariants/kInduction.properties:Parallel analysis 1:AbstractBMCAlgorithm.boundedModelCheck	Starting satisfiability check...

2020-01-29 11:16:20:665	INFO	Analysis config/components/kInduction+Invariants/kInduction.properties:Parallel analysis 1:AbstractBMCAlgorithm.checkBoundingAssertions	Starting assertions check...

2020-01-29 11:16:20:749	INFO	Analysis config/components/kInduction+Invariants/kInduction.properties:ParallelAlgorithm.handleFutureResults	config/components/kInduction+Invariants/../kInduction/kInduction.properties finished successfully.

2020-01-29 11:16:20:758	INFO	Analysis config/components/kInduction+Invariants/kInduction.properties:Parallel analysis 2:ParallelAlgorithm.runParallelAnalysis	Analysis was terminated

2020-01-29 11:16:20:763	INFO	CPAchecker.runAlgorithm	Stopping analysis ...

